Course Code,Course Title,HEI Code,HEI,R1 Points,Year,ISCED
AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",AS,St. Angela`s College,440,2020,Education
AS051,"Nutrition, Food and Business Management",AS,St. Angela`s College,328,2020,Business and administration
AS054,Home Economics,AS,St. Angela`s College,408,2020,Biological and related sciences
AS110,General Nursing,AS,St. Angela`s College,419,2020,Health
AS130,Intellectual Disability Nursing,AS,St. Angela`s College,336,2020,Health
CI110,Counselling and Psychotherapy,CI,Irish College of Humanities & Applied Sciences,310,2020,Welfare
CI111,Counselling and Addiction Studies,CI,Irish College of Humanities & Applied Sciences,301,2020,Welfare
CI112,Counselling and Youth Studies,CI,Irish College of Humanities & Applied Sciences,311,2020,Welfare
CK101,Arts - 3 years,CK,University College Cork (NUI),300,2020,Arts
CK102,Social Science,CK,University College Cork (NUI),412,2020,Social and behavioural sciences
CK104,Arts with Music - 3 or 4 years (BMus or Chinese/European/Int`l Pathway),CK,University College Cork (NUI),302,2020,Arts
CK105,Film and Screen Media - 3 years or 4 years (International Pathway),CK,University College Cork (NUI),368,2020,Arts
CK107,Geographical and Archaeological Sciences - 3 or 4 years (Int`l Pathway),CK,University College Cork (NUI),328,2020,Humanities (except languages)
CK108,Arts International - 4 years,CK,University College Cork (NUI),401,2020,Languages
CK109,English - 3 years or 4 years (International Pathway),CK,University College Cork (NUI),318,2020,Languages
CK110,World Languages,CK,University College Cork (NUI),452,2020,Languages
CK111,Early Years and Childhood Studies,CK,University College Cork (NUI),419,2020,Welfare
CK112,Theatre and Performative Practices - 3 or 4 years (Int`l Pathway),CK,University College Cork (NUI),330,2020,Arts
CK113,Criminology - 3 years or 4 years (International Pathway),CK,University College Cork (NUI),423,2020,Social and behavioural sciences
CK118,Digital Humanities and IT - 3 or 4 years (Work Exper. or Int`l Pathway),CK,University College Cork (NUI),336,2020,Arts
CK120,Applied Psychology,CK,University College Cork (NUI),533,2020,Social and behavioural sciences
CK121,Psychology and Computing - 3 or 4 years (Work Experience Pathway),CK,University College Cork (NUI),466,2020,Social and behavioural sciences
CK122,Government and Political Science,CK,University College Cork (NUI),337,2020,Social and behavioural sciences
CK123,Anthropology,CK,University College Cork (NUI),308,2020,Humanities (except languages)
CK124,Education - Gaeilge,CK,University College Cork (NUI),463,2020,Education
CK125,Sports Studies and Physical Education,CK,University College Cork (NUI),510,2020,Education
CK201,Commerce,CK,University College Cork (NUI),477,2020,Business and administration
CK202,Accounting,CK,University College Cork (NUI),509,2020,Business and administration
CK203,Business Information Systems,CK,University College Cork (NUI),430,2020,Information and Communication Technologies (ICTs)
CK204,Finance,CK,University College Cork (NUI),556,2020,Business and administration
CK205,Commerce (International) with French,CK,University College Cork (NUI),445,2020,Business and administration
CK206,Commerce (International) with German,CK,University College Cork (NUI),420,2020,Business and administration
CK207,Commerce (International) with Italian,CK,University College Cork (NUI),388,2020,Business and administration
CK208,Commerce (International) with Hispanic Studies,CK,University College Cork (NUI),402,2020,Business and administration
CK209,Commerce (International) with Irish,CK,University College Cork (NUI),484,2020,Business and administration
CK211,Commerce (International) with Chinese Studies,CK,University College Cork (NUI),397,2020,Business and administration
CK212,Economics (through Transformational Learning) 3 or 4 years Int`l Pathway,CK,University College Cork (NUI),444,2020,Social and behavioural sciences
CK213,Food Marketing and Entrepreneurship,CK,University College Cork (NUI),462,2020,Business and administration
CK214,International Development,CK,University College Cork (NUI),346,2020,Social and behavioural sciences
CK301,Law (Pathways) -  3 or 4 years,CK,University College Cork (NUI),507,2020,Law
CK302,Law and French,CK,University College Cork (NUI),542,2020,Law
CK304,Law and Irish,CK,University College Cork (NUI),540,2020,Law
CK307,Law and Business,CK,University College Cork (NUI),556,2020,Law
CK401,Computer Science,CK,University College Cork (NUI),468,2020,Information and Communication Technologies (ICTs)
CK402,Biological and Chemical Sciences,CK,University College Cork (NUI),510,2020,Biological and related sciences
CK404,"Biological, Earth and Environmental Sciences",CK,University College Cork (NUI),467,2020,Biological and related sciences
CK405,Genetics,CK,University College Cork (NUI),487,2020,Biological and related sciences
CK406,Chemical Sciences,CK,University College Cork (NUI),485,2020,Physical sciences
CK407,Mathematical Sciences,CK,University College Cork (NUI),566,2020,Mathematics and statistics
CK408,Physics and Astrophysics,CK,University College Cork (NUI),554,2020,Physical sciences
CK409,Industrial Physics - Offered jointly by UCC and CIT,CK,University College Cork (NUI),432,2020,Physical sciences
CK411,Data Science and Analytics,CK,University College Cork (NUI),510,2020,Information and Communication Technologies (ICTs)
CK412,Agricultural Science,CK,University College Cork (NUI),496,2020,Agriculture
CK504,Nutritional Sciences,CK,University College Cork (NUI),518,2020,Biological and related sciences
CK505,Food Science,CK,University College Cork (NUI),441,2020,Manufacturing and processing
CK600,Engineering,CK,University College Cork (NUI),487,2020,Engineering and engineering trades
CK606,Architecture - Offered jointly by UCC and CIT,CK,University College Cork (NUI),484,2020,Architecture and construction
CK701,Medicine (Undergraduate Entry - HPAT required),CK,University College Cork (NUI),731,2020,Health
CK702,Dentistry,CK,University College Cork (NUI),613,2020,Health
CK703,Pharmacy,CK,University College Cork (NUI),590,2020,Health
CK704,Occupational Therapy,CK,University College Cork (NUI),566,2020,Health
CK705,Speech and Language Therapy,CK,University College Cork (NUI),520,2020,Health
CK706,Public Health Sciences,CK,University College Cork (NUI),454,2020,Health
CK707,Medical and Health Sciences,CK,University College Cork (NUI),542,2020,Health
CK710,General Nursing,CK,University College Cork (NUI),454,2020,Health
CK712,Children`s and General Nursing (Integrated),CK,University College Cork (NUI),533,2020,Health
CK720,Mental Health Nursing,CK,University College Cork (NUI),423,2020,Health
CK730,Intellectual Disability Nursing,CK,University College Cork (NUI),419,2020,Health
CK740,Midwifery,CK,University College Cork (NUI),484,2020,Health
CK791,Medicine  - Graduate Entry (GAMSAT required),CK,University College Cork (NUI),57,2020,Health
CM001,Education - Primary Teaching,CM,Marino Institute of Education,484,2020,Education
CM003,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilge – Gaeltacht,CM,Marino Institute of Education,528,2020,Education
CM004,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilge – Gaeltacht,CM,Marino Institute of Education,494,2020,Education
CM010,Education Studies,CM,Marino Institute of Education,319,2020,Education
CM020,Early Childhood Education,CM,Marino Institute of Education,327,2020,Education
CR105,Chemical and Biopharmaceutical Engineering,CR,Cork Institute of Technology,443,2020,Engineering and engineering trades
CR106,Software Development,CR,Cork Institute of Technology,411,2020,Information and Communication Technologies (ICTs)
CR108,Mechanical Engineering,CR,Cork Institute of Technology,434,2020,Engineering and engineering trades
CR109,Structural Engineering,CR,Cork Institute of Technology,394,2020,Architecture and construction
CR110,Automotive Business Management and Technology,CR,Cork Institute of Technology,311,2020,Transport services
CR112,Creative Digital Media,CR,Cork Institute of Technology,361,2020,Arts
CR116,Computer Systems,CR,Cork Institute of Technology,332,2020,Information and Communication Technologies (ICTs)
CR121,Music at CIT Cork School of Music,CR,Cork Institute of Technology,868,2020,Arts
CR125,Popular Music: Electric Bass Guitar at CIT Cork School of Music,CR,Cork Institute of Technology,1088,2020,Arts
CR126,Popular Music: Drums at CIT Cork School of Music,CR,Cork Institute of Technology,801,2020,Arts
CR127,Popular Music: Electric Guitar at CIT Cork School of Music,CR,Cork Institute of Technology,838,2020,Arts
CR128,Popular Music: Keyboards at CIT Cork School of Music,CR,Cork Institute of Technology,840,2020,Arts
CR129,Popular Music: Voice at CIT Cork School of Music,CR,Cork Institute of Technology,841,2020,Arts
CR130,Musical Theatre at CIT Cork School of Music,CR,Cork Institute of Technology,548,2020,Arts
CR150,Business Information Systems,CR,Cork Institute of Technology,335,2020,Business and administration
CR305,Physical Sciences (Common Entry),CR,Cork Institute of Technology,282,2020,Physical sciences
CR310,IT Management,CR,Cork Institute of Technology,297,2020,Information and Communication Technologies (ICTs)
CR320,Biomedical Science - Offered jointly by CIT and UCC,CR,Cork Institute of Technology,565,2020,Biological and related sciences
CR325,Pharmaceutical Biotechnology,CR,Cork Institute of Technology,398,2020,Biological and related sciences
CR333,Nutrition and Health Science,CR,Cork Institute of Technology,402,2020,Health
CR335,Biological Sciences (Common Entry),CR,Cork Institute of Technology,420,2020,Biological and related sciences
CR340,Analytical Chemistry with Quality Assurance,CR,Cork Institute of Technology,251,2020,Physical sciences
CR360,Instrument Engineering,CR,Cork Institute of Technology,261,2020,Physical sciences
CR365,Environmental Science and Sustainable Technology,CR,Cork Institute of Technology,253,2020,Environment
CR370,Agri-Biosciences,CR,Cork Institute of Technology,397,2020,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary"
CR400,Accounting,CR,Cork Institute of Technology,316,2020,Business and administration
CR420,Marketing,CR,Cork Institute of Technology,285,2020,Business and administration
CR425,International Business with Language,CR,Cork Institute of Technology,298,2020,Business and administration
CR430,Sport and Exercise Management,CR,Cork Institute of Technology,322,2020,Personal services
CR440,Montessori Education,CR,Cork Institute of Technology,288,2020,Education
CR500,Engineering (Common Entry),CR,Cork Institute of Technology,411,2020,Engineering and engineering trades
CR510,Sustainable Energy Engineering,CR,Cork Institute of Technology,320,2020,Environment
CR520,Biomedical Engineering,CR,Cork Institute of Technology,444,2020,Health
CR560,Architectural Technology,CR,Cork Institute of Technology,308,2020,Architecture and construction
CR565,Interior Architecture,CR,Cork Institute of Technology,359,2020,Architecture and construction
CR570,Quantity Surveying,CR,Cork Institute of Technology,336,2020,Architecture and construction
CR572,Construction Management,CR,Cork Institute of Technology,269,2020,Architecture and construction
CR580,Electrical Engineering,CR,Cork Institute of Technology,318,2020,Engineering and engineering trades
